  0.0265     0.24     0.04  EXFOR 
  0.0308      8.1      1.1  EXFOR 
   0.035       14        2  EXFOR 
   0.042       21      3.1  EXFOR 
  0.0462       22        3  EXFOR 
  0.0518       19        3  EXFOR 
  0.0566       17      2.4  EXFOR 
  0.0614       17      2.5  EXFOR 
  0.0664       15      2.1  EXFOR 
  0.0718       16      2.1  EXFOR 
  0.0799       16      2.2  EXFOR 
  0.0849       14      1.9  EXFOR 
  0.0887       12      1.6  EXFOR 
  0.0943       15      1.7  EXFOR 
    0.99       13      1.7  EXFOR 
   0.103       14      1.8  EXFOR 
    0.05     25.5     2.55  EXFOR 
    0.06     24.3     2.43  EXFOR 
    0.08     20.5     2.05  EXFOR 
     0.1     17.5     1.75  EXFOR 
    0.15     12.1     1.21  EXFOR 
     0.2     10.2     1.02  EXFOR 
     0.3       10        1  EXFOR 
     0.4     10.5     1.05  EXFOR 
     0.6       11      1.1  EXFOR 
       1     10.8     1.08  EXFOR 
       2     10.5     1.05  EXFOR 
       3     10.3     1.03  EXFOR 
       6       10        1  EXFOR 
      10      9.7     1.94  EXFOR 
      28      9.2     1.84  EXFOR 
   0.352      8.3   0.3486  EXFOR 
     5.7       11      0.6  EXFOR 
     0.5      8.6     1.72  EXFOR 
     0.8      9.3     1.86  EXFOR 
     1.5      9.8     1.96  EXFOR 
     2.2     10.8     2.16  EXFOR 
     2.9     10.1     2.02  EXFOR 
  0.0335      1.1      0.6  EXFOR 
  0.0345      6.2      1.1  EXFOR 
  0.0394     15.3      1.1  EXFOR 
  0.0438     17.3      1.4  EXFOR 
  0.0493     21.8      1.6  EXFOR 
  0.0613     20.1      1.4  EXFOR 
  0.0693     17.6      1.4  EXFOR 
  0.0773     15.6      1.2  EXFOR 
  0.0853     15.3      1.1  EXFOR 
  0.1013     13.6      0.9  EXFOR 
  0.1212     12.1      1.3  EXFOR 
  0.1492      9.8      1.1  EXFOR 
0.034855   9.1887 0.459435  EXFOR 
0.037958   10.992   0.5496  EXFOR 
0.039969   12.989  0.64945  EXFOR 
0.041653   18.687  0.93435  EXFOR 
 0.04756   19.944   0.9972  EXFOR 
0.050472   22.752   1.1376  EXFOR 
0.052574   21.706   1.0853  EXFOR 
0.059522   21.108   1.0554  EXFOR 
0.061041   21.759  1.08795  EXFOR 
0.062824   20.715  1.03575  EXFOR 
0.073058   18.345  0.91725  EXFOR 
0.079499   17.529  0.87645  EXFOR 
0.080728   17.147  0.85735  EXFOR 
0.099333   15.331  0.76655  EXFOR 
 0.10088   14.978   0.7489  EXFOR 
 0.11866   12.884   0.6442  EXFOR 
 0.12104   12.778   0.6389  EXFOR 
    0.15     10.5    0.525  EXFOR 
 0.15008   10.159  0.50795  EXFOR 
 0.15015   10.723  0.53615  EXFOR 
 0.15495   10.793  0.53965  EXFOR 
 0.15503   10.166   0.5083  EXFOR 
   0.486      7.1     0.71  W90 
   0.365      9.3     0.93  W98a 
    0.74     9.82   0.5892  Radin1979 
    3.66     10.1      1.3  Korejwo1999 
    1.87      7.8      1.4  Korejwo2002 
    2.69      9.1      1.9  Korejwo2002 
   0.044       22      2.2  Read1984 
    0.05     25.5     2.55  Read1984 
     0.1     11.5      2.6  Read1984 
   0.126        4      1.4  Read1984 
    0.15     12.1      1.2  Read1984 
   0.155     12.1     1.21  Read1984 
    0.55       11      1.1  Read1984 
     0.6       11      1.1  Read1984 
      25      9.1      0.4  Read1984 
     300      9.1        1  Read1984 
     2.1      9.5        1  Olson1983 
    1.05     8.45     0.81  Olson1983 
   0.041     21.5      2.5  Fontes1977 
   0.049     23.3      3.5  Fontes1977 
    0.15     12.2      1.2  Fontes1977 
     0.6       11      1.1  Fontes1977 
      25      9.1      0.4  Fontes1977 
