   0.035     0.47     0.08  EXFOR 
   0.042      3.4      0.5  EXFOR 
  0.0462      4.9      0.8  EXFOR 
  0.0518      6.6        1  EXFOR 
  0.0566      7.4      1.1  EXFOR 
  0.0614      6.4      1.2  EXFOR 
  0.0664      7.3      1.1  EXFOR 
  0.0718      6.2      1.1  EXFOR 
  0.0799      6.8      1.2  EXFOR 
  0.0849      7.7      1.2  EXFOR 
  0.0887      7.6      1.3  EXFOR 
  0.0943      6.3        1  EXFOR 
   0.099      6.8      1.1  EXFOR 
   0.103      6.8      1.1  EXFOR 
     1.6     11.2        1  EXFOR 
  0.0598     8.44     0.83  EXFOR 
  0.0648     7.68     0.75  EXFOR 
  0.0699     7.69     0.75  EXFOR 
  0.0799     7.66     0.73  EXFOR 
  0.0899     7.25     0.68  EXFOR 
  0.0999     7.57     0.74  EXFOR 
  0.1299      7.3     0.69  EXFOR 
  0.1299     6.27     0.56  EXFOR 
  0.1499     7.11     0.66  EXFOR 
  0.1589     6.82     0.63  EXFOR 
     0.5      8.2     1.64  EXFOR 
     0.8      8.7     1.74  EXFOR 
     1.5      8.4     1.68  EXFOR 
     2.2     10.9     2.18  EXFOR 
     2.9     10.2     2.04  EXFOR 
    0.73      9.8      0.7  EXFOR 
     2.2      8.8      0.4  EXFOR 
     5.7      8.8      2.3  EXFOR 
    0.09     10.2        2  Read1984 
    0.13      7.9        2  Read1984 
   0.135      5.5      1.1  Read1984 
   0.135      5.4        1  Read1984 
   0.153      4.2      0.8  Read1984 
   0.155        5        1  Read1984 
   0.155      4.5        1  Read1984 
   0.156      5.5        2  Read1984 
   0.208      4.9      1.2  Read1984 
   0.297      6.5      1.6  Read1984 
   0.396      7.5      1.9  Read1984 
    0.55        9      1.5  Read1984 
     0.6        7      1.7  Read1984 
     0.6        7      1.5  Read1984 
     0.6      9.5      1.1  Read1984 
     0.6      6.5        2  Read1984 
       1      9.4      1.5  Read1984 
       2      9.8      1.4  Read1984 
     2.2      8.8      0.4  Read1984 
     5.7       10        5  Read1984 
       7      9.1      0.5  Read1984 
      19      6.5        2  Read1984 
     2.1     10.1      1.2  Olson1983 
